Entry Point: 0x7FF721380000
GObjects: 0x7FF72376D5B8
GNames: 0x7FF72376D570

Processing Package: Core

ScriptStruct: Rotator                                          - Instance: 0x11663280
Enum: EForceDirection                                          - Instance: 0x1952EB800
Enum: EmitterSocketBehavior                                    - Instance: 0x1952EB280
Enum: EStateEvent                                              - Instance: 0x1952EB100
Enum: EAttackType                                              - Instance: 0x1952EB000
Enum: EDetectionType                                           - Instance: 0x1952EAA00
Enum: ERotationType                                            - Instance: 0x1952E9C80
Enum: EPlayTestType                                            - Instance: 0x1952E9600
Enum: EGameplaySettingsSaveVersion                             - Instance: 0x1952E8980
Enum: EAdHocState                                              - Instance: 0x1952E8400
Enum: EStunlockType                                            - Instance: 0x196017F80
Enum: EChallengeFilter                                         - Instance: 0x196017C80
Enum: ENotificationType                                        - Instance: 0x196014500
Enum: ENameDisplayRelationshipProxy                            - Instance: 0x196014D80
Enum: ELegacyStatusSetState                                    - Instance: 0x196015480
Enum: ESplitScreenPosition                                     - Instance: 0x196015680
Enum: EChallengeManagerState                                   - Instance: 0x196015700
Enum: EMapPrefType                                             - Instance: 0x196015A00
Enum: ESyncStatus                                              - Instance: 0x196015B00
Enum: ENodeBannerType                                          - Instance: 0x196015F80
Enum: ESearchMessageType                                       - Instance: 0x195D83800
Enum: EPsyNetPartyStatus                                       - Instance: 0x195D83680
Enum: EFilterProductAttribute                                  - Instance: 0x195D82E80
Enum: EQuickChatState                                          - Instance: 0x195D82780
Enum: EReasonType                                              - Instance: 0x195D82300
Enum: EUserSettingType                                         - Instance: 0x195D81D00
Enum: EShopTabType                                             - Instance: 0x195D81480
Enum: ESpecialEventState                                       - Instance: 0x195D81280
Enum: ETourEventStatus                                         - Instance: 0x195D80700
Enum: ETrainingModeSearchTypes                                 - Instance: 0x195D80300
Enum: EUserBugReportSubmitStatus                               - Instance: 0x195A6BF00
Enum: ESoundStatePriority                                      - Instance: 0x195A6BC00
Enum: EReplayVersion                                           - Instance: 0x195A6B680
Enum: EReplayState                                             - Instance: 0x195A6B600
Enum: EStatGraphLayer                                          - Instance: 0x195A6A000
Enum: ERotationAxis                                            - Instance: 0x195A69F00
Enum: ESequenceStatus                                          - Instance: 0x195A68780
Enum: ENodeEnabledRequirement                                  - Instance: 0x195A68580
Enum: ENodeBadgeType                                           - Instance: 0x195A68500
Enum: EPlaylistSpecialType                                     - Instance: 0x195A68200
Enum: EMusicPlayerSave                                         - Instance: 0x195867980
Enum: EGameplayMusicSetting                                    - Instance: 0x195867900
Enum: EOrbitCenterLocation                                     - Instance: 0x195865780
Enum: EOrbitAxisBehavior                                       - Instance: 0x195865700
Enum: EOutOfWorld                                              - Instance: 0x195865680
Enum: EOverrideMaterialMode_TA                                 - Instance: 0x195865600
Enum: EForcedThumbnailColors                                   - Instance: 0x19566B400
Enum: EAssetLoadState                                          - Instance: 0x19566B300
Enum: ETrademarkGlyph                                          - Instance: 0x19566AB00
Enum: EEnableSlotCustomization                                 - Instance: 0x19566A980
Enum: EProductsArchiveSaveVersion                              - Instance: 0x19566A600
Enum: EProductsFavoriteSaveVersion                             - Instance: 0x19566A500
Enum: EProductsSaveVersion                                     - Instance: 0x19566A400
Enum: EProfilePCSaveVersion_1                                  - Instance: 0x195669D00
Enum: EProfileGamepadSaveVersion                               - Instance: 0x195669C00
Enum: EProfileGameplaySaveVersion                              - Instance: 0x195669B80
Enum: ELoadoutSaveVersion                                      - Instance: 0x195669B00
Enum: EProfilePCSaveVersion_2                                  - Instance: 0x195669980
Enum: EQuickChatVersion                                        - Instance: 0x195669900
Enum: EGraphSummaryType                                        - Instance: 0x195668880
Enum: EInitSaveProviderResult                                  - Instance: 0x195668800
Enum: ESeasonSaveVersion                                       - Instance: 0x21987F80
Enum: ECheckAxis                                               - Instance: 0x21987E00
Enum: EForcedTeamOverride                                      - Instance: 0x21987680
Enum: ECopyAxis                                                - Instance: 0x21986E00
Enum: ESpringState                                             - Instance: 0x21986780
Enum: EBallFreezeState                                         - Instance: 0x21986700
Enum: EThrowSetting                                            - Instance: 0x21986580
Enum: ERopeState                                               - Instance: 0x21986480
Enum: EFiveHitType                                             - Instance: 0x21986280
Enum: EStatTrackingUnitType                                    - Instance: 0x21986000
Enum: ETriggerConditionNumericalType                           - Instance: 0x21985C80
Enum: ETutorialOutput                                          - Instance: 0x2173BE00
Enum: ETutorialStatus                                          - Instance: 0x2173BD80
Enum: EPlayerDriveType                                         - Instance: 0x2173BD00
Enum: EBoostType                                               - Instance: 0x2173B380
Class: _AITypes_TA                                             - Instance: 0x11A17400
Class: _ShopTypes_TA                                           - Instance: 0x11A17000
Class: _Types_TA                                               - Instance: 0x11A16C00
Class: AIController_TA                                         - Instance: 0x11A16800
Class: AIController_Soccar_TA                                  - Instance: 0x11A16400
